Trade_Time;open;high;low;close;VOL;VB;VS;Delta_Vol;OI;doi;yurl_l;dyl;yurl_s;dys;yurl_l_num;yurl_s_num;fiz_l;fyl;fiz_s;fys
2022-07-20 14:25:00;116580.0;116790.0;116580.0;116640.0;943;546;397;149;91792.0;-222.0;20231.0;-36.0;2287.0;-22.0;41.0;27.0;25665.0;-75.0;43609.0;-89.0
2022-07-20 14:30:00;116620.0;116630.0;116300.0;116300.0;885;236;649;-413;91966.0;174.0;20256.0;25.0;2278.0;-9.0;42.0;26.0;25727.0;62.0;43705.0;96.0
2022-07-20 14:35:00;116310.0;116430.0;116120.0;116330.0;952;561;391;170;91960.0;-6.0;20225.0;-31.0;2300.0;22.0;41.0;27.0;25755.0;28.0;43680.0;-25.0
2022-07-20 14:40:00;116330.0;116600.0;116210.0;116520.0;577;380;197;183;91864.0;-96.0;20203.0;-22.0;2322.0;22.0;41.0;28.0;25729.0;-26.0;43610.0;-70.0
2022-07-20 14:45:00;116540.0;116550.0;116050.0;116100.0;796;282;514;-232;91894.0;30.0;20218.0;15.0;2292.0;-30.0;41.0;27.0;25729.0;0.0;43655.0;45.0
2022-07-20 14:50:00;116100.0;116260.0;115940.0;116260.0;822;411;411;0;91740.0;-154.0;20200.0;-18.0;2307.0;15.0;41.0;27.0;25670.0;-59.0;43563.0;-92.0
2022-07-20 14:55:00;116260.0;116260.0;115910.0;115930.0;778;261;517;-256;91994.0;254.0;20214.0;14.0;2284.0;-23.0;42.0;27.0;25783.0;113.0;43713.0;150.0
2022-07-20 15:00:00;115930.0;116000.0;115380.0;115450.0;3189;1159;2030;-871;91220.0;-774.0;20371.0;157.0;2279.0;-5.0;42.0;26.0;25239.0;-544.0;43331.0;-382.0
2022-07-20 15:05:00;115440.0;115650.0;115410.0;115610.0;1450;1066;384;682;90935.0;-285.0;20221.0;-150.0;2298.0;19.0;40.0;25.0;25247.0;8.0;43169.0;-162.0
2022-07-20 15:10:00;115590.0;115640.0;115400.0;115470.0;1078;549;529;20;90662.0;-273.0;20209.0;-12.0;2279.0;-19.0;41.0;25.0;25122.0;-125.0;43052.0;-117.0
2022-07-20 15:15:00;115460.0;115680.0;115400.0;115680.0;1095;757;338;419;90358.0;-304.0;20160.0;-49.0;2281.0;2.0;41.0;25.0;25019.0;-103.0;42898.0;-154.0
2022-07-20 15:20:00;115680.0;115740.0;115500.0;115730.0;659;437;222;215;90396.0;38.0;20130.0;-30.0;2287.0;6.0;42.0;25.0;25068.0;49.0;42911.0;13.0
2022-07-20 15:25:00;115740.0;115740.0;115170.0;115190.0;1534;582;952;-370;90474.0;78.0;20324.0;194.0;2286.0;-1.0;42.0;25.0;24913.0;-155.0;42951.0;40.0
2022-07-20 15:30:00;115170.0;115340.0;115100.0;115330.0;1698;884;814;70;89980.0;-494.0;20173.0;-151.0;2060.0;-226.0;45.0;23.0;24817.0;-96.0;42930.0;-21.0
2022-07-20 15:35:00;115340.0;115400.0;115090.0;115170.0;1019;457;562;-105;89990.0;10.0;20149.0;-24.0;2006.0;-54.0;43.0;22.0;24846.0;29.0;42989.0;59.0
2022-07-20 15:40:00;115200.0;115530.0;115020.0;115530.0;1487;848;639;209;90170.0;180.0;20109.0;-40.0;2048.0;42.0;40.0;28.0;24976.0;130.0;43037.0;48.0
2022-07-20 15:45:00;115520.0;115810.0;115400.0;115800.0;1288;871;417;454;89976.0;-194.0;20107.0;-2.0;2058.0;10.0;40.0;28.0;24881.0;-95.0;42930.0;-107.0
2022-07-20 15:50:00;115800.0;115850.0;115610.0;115840.0;765;405;360;45;89868.0;-108.0;20048.0;-59.0;2026.0;-32.0;41.0;24.0;24886.0;5.0;42908.0;-22.0
2022-07-20 15:55:00;115850.0;115950.0;115590.0;115600.0;1424;701;723;-22;90006.0;138.0;20016.0;-32.0;2041.0;15.0;40.0;24.0;24987.0;101.0;42962.0;54.0
2022-07-20 16:00:00;115600.0;116140.0;115580.0;116140.0;1869;1216;653;563;90432.0;426.0;19977.0;-39.0;2031.0;-10.0;41.0;22.0;25239.0;252.0;43185.0;223.0
2022-07-20 16:05:00;116130.0;116450.0;116060.0;116370.0;1706;869;837;32;90142.0;-290.0;19837.0;-140.0;2040.0;9.0;40.0;25.0;25234.0;-5.0;43031.0;-154.0
2022-07-20 16:10:00;116360.0;116360.0;115970.0;116010.0;994;389;605;-216;90244.0;102.0;19785.0;-52.0;2053.0;13.0;41.0;23.0;25337.0;103.0;43069.0;38.0
2022-07-20 16:15:00;116010.0;116230.0;115960.0;116130.0;651;354;297;57;90160.0;-84.0;19743.0;-42.0;2033.0;-20.0;41.0;22.0;25337.0;0.0;43047.0;-22.0
2022-07-20 16:20:00;116130.0;116240.0;116010.0;116050.0;380;221;159;62;90084.0;-76.0;19717.0;-26.0;2033.0;0.0;40.0;23.0;25325.0;-12.0;43009.0;-38.0
2022-07-20 16:25:00;116060.0;116180.0;116010.0;116100.0;647;394;253;141;89898.0;-186.0;19675.0;-42.0;2034.0;1.0;41.0;23.0;25274.0;-51.0;42915.0;-94.0
2022-07-20 16:30:00;116100.0;116210.0;115850.0;116010.0;1158;557;601;-44;89878.0;-20.0;19646.0;-29.0;2029.0;-5.0;41.0;23.0;25293.0;19.0;42910.0;-5.0
2022-07-20 16:35:00;116000.0;116100.0;115820.0;116030.0;636;389;247;142;89798.0;-80.0;19633.0;-13.0;2036.0;7.0;39.0;23.0;25266.0;-27.0;42863.0;-47.0
2022-07-20 16:40:00;116020.0;116250.0;115960.0;116130.0;695;403;292;111;89930.0;132.0;19619.0;-14.0;2035.0;-1.0;40.0;23.0;25346.0;80.0;42930.0;67.0
2022-07-20 16:45:00;116140.0;116170.0;115960.0;116060.0;473;204;269;-65;90024.0;94.0;19638.0;19.0;2022.0;-13.0;42.0;22.0;25374.0;28.0;42990.0;60.0
2022-07-20 16:50:00;116080.0;116210.0;116050.0;116120.0;211;125;86;39;90038.0;14.0;19631.0;-7.0;2023.0;1.0;40.0;24.0;25388.0;14.0;42996.0;6.0
2022-07-20 16:55:00;116120.0;116680.0;116120.0;116660.0;1906;1301;605;696;89778.0;-260.0;19604.0;-27.0;2030.0;7.0;41.0;22.0;25285.0;-103.0;42859.0;-137.0
2022-07-20 17:00:00;116670.0;116690.0;116060.0;116150.0;1427;505;922;-417;89702.0;-76.0;19647.0;43.0;2030.0;0.0;41.0;23.0;25204.0;-81.0;42821.0;-38.0
2022-07-20 17:05:00;116150.0;116280.0;115090.0;115360.0;3368;1242;2126;-884;89418.0;-284.0;20047.0;400.0;2001.0;-29.0;42.0;23.0;24662.0;-542.0;42708.0;-113.0
2022-07-20 17:10:00;115370.0;115480.0;114940.0;115430.0;2179;1015;1164;-149;89020.0;-398.0;19985.0;-62.0;2027.0;26.0;39.0;26.0;24528.0;-134.0;42480.0;-228.0
2022-07-20 17:15:00;115400.0;115720.0;115330.0;115350.0;1375;694;681;13;88758.0;-262.0;19920.0;-65.0;2024.0;-3.0;40.0;25.0;24459.0;-69.0;42355.0;-125.0
2022-07-20 17:20:00;115360.0;115610.0;115210.0;115590.0;1303;682;621;61;88894.0;136.0;19928.0;8.0;1997.0;-27.0;39.0;23.0;24519.0;60.0;42450.0;95.0
2022-07-20 17:25:00;115560.0;115940.0;115440.0;115720.0;1073;665;408;257;88864.0;-30.0;19930.0;2.0;2003.0;6.0;39.0;23.0;24502.0;-17.0;42429.0;-21.0
2022-07-20 17:30:00;115720.0;115800.0;115270.0;115430.0;1043;477;566;-89;88860.0;-4.0;19935.0;5.0;2013.0;10.0;38.0;23.0;24495.0;-7.0;42417.0;-12.0
2022-07-20 17:35:00;115440.0;115630.0;115380.0;115510.0;417;216;201;15;88878.0;18.0;19946.0;11.0;2005.0;-8.0;40.0;22.0;24493.0;-2.0;42434.0;17.0
2022-07-20 17:40:00;115490.0;115740.0;115320.0;115620.0;825;403;422;-19;88956.0;78.0;19948.0;2.0;2003.0;-2.0;38.0;22.0;24530.0;37.0;42475.0;41.0
2022-07-20 17:45:00;115630.0;115920.0;115600.0;115850.0;573;408;165;243;88984.0;28.0;19937.0;-11.0;2024.0;21.0;38.0;22.0;24555.0;25.0;42468.0;-7.0
2022-07-20 17:50:00;115890.0;115940.0;115560.0;115570.0;622;260;362;-102;88866.0;-118.0;19964.0;27.0;2011.0;-13.0;39.0;22.0;24469.0;-86.0;42422.0;-46.0
2022-07-20 17:55:00;115600.0;115640.0;115450.0;115470.0;599;239;360;-121;88880.0;14.0;20019.0;55.0;2006.0;-5.0;39.0;22.0;24421.0;-48.0;42434.0;12.0
2022-07-20 18:00:00;115490.0;115530.0;115150.0;115280.0;1071;381;690;-309;88820.0;-60.0;20016.0;-3.0;2018.0;12.0;36.0;24.0;24394.0;-27.0;42392.0;-42.0
2022-07-20 18:05:00;115250.0;115450.0;115200.0;115270.0;575;334;241;93;88824.0;4.0;20095.0;79.0;2015.0;-3.0;35.0;25.0;24317.0;-77.0;42397.0;5.0
2022-07-20 18:10:00;115270.0;115320.0;115130.0;115270.0;619;330;289;41;88614.0;-210.0;20147.0;52.0;2019.0;4.0;35.0;27.0;24160.0;-157.0;42288.0;-109.0
2022-07-20 18:15:00;115280.0;115370.0;115200.0;115350.0;297;177;120;57;88504.0;-110.0;20182.0;35.0;2011.0;-8.0;36.0;26.0;24070.0;-90.0;42241.0;-47.0
2022-07-20 18:20:00;115330.0;115330.0;115050.0;115130.0;668;184;484;-300;88390.0;-114.0;20187.0;5.0;2013.0;2.0;35.0;26.0;24008.0;-62.0;42182.0;-59.0
2022-07-20 18:25:00;115090.0;115240.0;114620.0;114710.0;2283;803;1480;-677;87270.0;-1120.0;20179.0;-8.0;2022.0;9.0;37.0;26.0;23456.0;-552.0;41613.0;-569.0
2022-07-20 18:30:00;114710.0;114850.0;114600.0;114820.0;1260;687;573;114;87329.0;59.0;20246.0;67.0;2053.0;31.0;31.0;28.0;23419.0;-37.0;41611.0;-2.0
2022-07-20 18:35:00;114820.0;114940.0;114740.0;114860.0;860;482;378;104;87350.0;21.0;20415.0;169.0;2120.0;67.0;32.0;26.0;23260.0;-159.0;41555.0;-56.0
2022-07-20 18:40:00;114890.0;115090.0;114800.0;115080.0;715;484;231;253;87042.0;-308.0;20454.0;39.0;2132.0;12.0;31.0;26.0;23067.0;-193.0;41389.0;-166.0
2022-07-20 18:45:00;115090.0;115280.0;114920.0;115200.0;486;268;218;50;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:05:00;115110.0;115530.0;115100.0;115120.0;346;160;186;-26;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:10:00;115150.0;115170.0;114850.0;114940.0;292;51;241;-190;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:15:00;114940.0;115200.0;114880.0;115070.0;153;132;21;111;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:20:00;115080.0;115320.0;115080.0;115300.0;192;131;61;70;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:25:00;115270.0;115300.0;115250.0;115290.0;43;34;9;25;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:30:00;115280.0;115290.0;115240.0;115270.0;25;10;15;-5;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:35:00;115270.0;115280.0;115160.0;115210.0;61;20;41;-21;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:40:00;115210.0;115430.0;115210.0;115390.0;151;105;46;59;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:45:00;115380.0;115380.0;115210.0;115270.0;70;15;55;-40;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:50:00;115280.0;115290.0;115250.0;115280.0;13;8;5;3;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 19:55:00;115300.0;115340.0;115300.0;115300.0;60;41;19;22;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:00:00;115300.0;115300.0;115230.0;115230.0;44;12;32;-20;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:05:00;115220.0;115230.0;115190.0;115190.0;53;14;39;-25;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:10:00;115180.0;115190.0;114910.0;114950.0;199;49;150;-101;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:15:00;114950.0;115120.0;114950.0;115120.0;59;45;14;31;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:20:00;115120.0;115140.0;115050.0;115090.0;39;21;18;3;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:25:00;115070.0;115100.0;114990.0;115100.0;33;16;17;-1;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:30:00;115100.0;115110.0;114720.0;114760.0;422;74;348;-274;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:35:00;114770.0;114920.0;114660.0;114830.0;161;80;81;-1;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:40:00;114790.0;114860.0;114680.0;114760.0;79;35;44;-9;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:45:00;114760.0;114790.0;114710.0;114790.0;51;14;37;-23;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:50:00;114790.0;114900.0;114770.0;114860.0;62;53;9;44;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 20:55:00;114820.0;114890.0;114790.0;114890.0;42;28;14;14;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:00:00;114840.0;114880.0;114710.0;114710.0;86;12;74;-62;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:05:00;114740.0;114800.0;114680.0;114800.0;46;23;23;0;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:10:00;114810.0;114850.0;114790.0;114850.0;44;29;15;14;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:15:00;114850.0;114900.0;114770.0;114900.0;89;45;44;1;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:20:00;114870.0;114990.0;114850.0;114950.0;95;80;15;65;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:25:00;114940.0;115140.0;114940.0;115140.0;129;122;7;115;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:30:00;115120.0;115340.0;115110.0;115340.0;192;175;17;158;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:35:00;115350.0;115400.0;115340.0;115350.0;90;55;35;20;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:40:00;115340.0;115430.0;115300.0;115410.0;69;38;31;7;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:45:00;115420.0;115460.0;115380.0;115410.0;50;38;12;26;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:50:00;115420.0;115540.0;115340.0;115470.0;189;113;76;37;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 21:55:00;115460.0;115500.0;115450.0;115450.0;58;23;35;-12;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:00:00;115460.0;115510.0;115460.0;115510.0;54;48;6;42;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:05:00;115520.0;115520.0;115460.0;115460.0;57;37;20;17;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:10:00;115470.0;115480.0;115410.0;115410.0;46;8;38;-30;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:15:00;115440.0;115480.0;115430.0;115430.0;46;33;13;20;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:20:00;115430.0;115470.0;115430.0;115440.0;16;5;11;-6;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:25:00;115460.0;115490.0;115430.0;115470.0;26;22;4;18;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:30:00;115470.0;115540.0;115470.0;115510.0;115;89;26;63;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:35:00;115510.0;115550.0;115510.0;115540.0;79;72;7;65;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:40:00;115530.0;115740.0;115530.0;115650.0;176;126;50;76;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:45:00;115660.0;115760.0;115650.0;115680.0;89;44;45;-1;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:50:00;115720.0;115770.0;115720.0;115760.0;54;40;14;26;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 22:55:00;115760.0;115770.0;115600.0;115610.0;120;34;86;-52;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:00:00;115600.0;115660.0;115590.0;115630.0;29;9;20;-11;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:05:00;115670.0;115760.0;115670.0;115760.0;30;22;8;14;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:10:00;115710.0;115770.0;115710.0;115740.0;15;12;3;9;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:15:00;115740.0;115740.0;115720.0;115730.0;10;1;9;-8;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:20:00;115720.0;115730.0;115720.0;115720.0;7;3;4;-1;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:25:00;115720.0;115760.0;115710.0;115750.0;32;12;20;-8;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:30:00;115770.0;115770.0;115760.0;115760.0;48;10;38;-28;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:35:00;115770.0;115790.0;115760.0;115790.0;52;28;24;4;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:40:00;115770.0;115800.0;115760.0;115770.0;96;46;50;-4;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-20 23:45:00;115770.0;115910.0;115760.0;115760.0;189;93;96;-3;87042.0;0.0;20454.0;0.0;2132.0;0.0;31.0;26.0;23067.0;0.0;41389.0;0.0
2022-07-21 10:00:00;115940.0;116000.0;115040.0;115190.0;3598;1585;2013;-428;87570.0;528.0;20787.0;333.0;2160.0;28.0;37.0;28.0;22998.0;-69.0;41625.0;236.0
2022-07-21 10:05:00;115190.0;115430.0;115000.0;115070.0;2075;837;1238;-401;87952.0;382.0;20657.0;-130.0;2170.0;10.0;36.0;31.0;23319.0;321.0;41806.0;181.0
2022-07-21 10:10:00;115090.0;115090.0;110200.0;113130.0;15186;7200;7986;-786;87086.0;-866.0;20708.0;51.0;2174.0;4.0;34.0;30.0;22835.0;-484.0;41369.0;-437.0
2022-07-21 10:15:00;113030.0;113730.0;112440.0;113070.0;6453;3358;3095;263;88022.0;936.0;20882.0;174.0;2181.0;7.0;35.0;31.0;23129.0;294.0;41830.0;461.0
2022-07-21 10:20:00;113070.0;113600.0;112350.0;113140.0;4191;2471;1720;751;88845.0;823.0;21261.0;379.0;2185.0;4.0;33.0;31.0;23163.0;34.0;42236.0;406.0
2022-07-21 10:25:00;113140.0;113140.0;112570.0;112900.0;2292;952;1340;-388;89439.0;594.0;21372.0;111.0;2185.0;0.0;32.0;32.0;23343.0;180.0;42539.0;303.0
2022-07-21 10:30:00;112900.0;113180.0;112700.0;112910.0;1946;1102;844;258;89682.0;243.0;21536.0;164.0;2223.0;38.0;34.0;31.0;23305.0;-38.0;42618.0;79.0
2022-07-21 10:35:00;112900.0;112900.0;111770.0;111790.0;3497;1137;2360;-1223;90076.0;394.0;21827.0;291.0;2227.0;4.0;33.0;32.0;23212.0;-93.0;42810.0;192.0
