Trade_Time;yurl_l;yurl_s;yurl_l_num;yurl_s_num;fiz_l;fiz_s;fiz_l_num;fiz_s_num
2022-06-10 12:05:00;26201;5418;43;30;22091;42877;1740;4313
2022-06-10 12:10:00;26282;5420;44;30;22095;42957;1737;4324
2022-06-10 12:15:00;26234;5425;44;30;22221;43030;1749;4328
2022-06-10 12:20:00;26327;5419;47;30;22310;43218;1763;4322
2022-06-10 12:25:00;26484;5428;47;30;22516;43580;1755;4321
2022-06-10 12:30:00;26568;5423;44;32;22326;43471;1716;4353
2022-06-10 12:35:00;26684;5436;44;32;22375;43623;1711;4390
2022-06-10 12:40:00;26769;5450;44;32;22373;43692;1729;4389
2022-06-10 12:45:00;26866;5532;45;34;22653;43985;1734;4369
2022-06-10 12:50:00;26956;5522;46;34;22648;44082;1736;4399
2022-06-10 12:55:00;27015;5480;43;35;22815;44350;1725;4415
2022-06-10 13:00:00;26961;5437;43;34;22899;44423;1723;4403
2022-06-10 13:05:00;26966;5431;43;36;23012;44547;1722;4422
2022-06-10 13:10:00;26974;5443;44;30;23081;44612;1720;4375
2022-06-10 13:15:00;27015;5451;42;31;23119;44683;1736;4386
2022-06-10 13:20:00;27080;5434;45;29;23119;44765;1726;4401
2022-06-10 13:25:00;27122;5430;47;30;23174;44866;1728;4436
2022-06-10 13:30:00;27314;5400;50;27;23040;44954;1662;4431
2022-06-10 13:35:00;27403;5414;48;28;23084;45073;1689;4445
2022-06-10 13:40:00;27470;5402;49;28;23238;45306;1713;4474
2022-06-10 13:45:00;27663;5333;52;25;23374;45703;1692;4404
2022-06-10 13:50:00;27821;5330;51;26;23499;45990;1695;4444
2022-06-10 13:55:00;27934;5333;51;24;23391;45992;1690;4434
2022-06-10 14:00:00;27934;5335;51;25;23391;46005;1688;4436
2022-06-10 14:05:00;28229;5391;51;24;23694;46532;1707;4464
2022-06-10 14:10:00;28435;5382;52;24;23581;46631;1674;4488
2022-06-10 14:15:00;28503;5381;50;25;23669;46791;1680;4494
2022-06-10 14:20:00;28632;5386;51;24;23722;46968;1692;4499
2022-06-10 14:25:00;28691;5389;51;24;23824;47126;1696;4533
2022-06-10 14:30:00;28717;5396;50;25;23908;47229;1695;4549
2022-06-10 14:35:00;28748;5432;51;27;24019;47336;1704;4545
2022-06-10 14:40:00;29056;5471;52;27;24227;47812;1706;4535
2022-06-10 14:45:00;29116;5444;52;25;24125;47799;1683;4534
2022-06-10 14:50:00;29130;5448;51;26;24061;47743;1666;4560
2022-06-10 14:55:00;29127;5456;50;27;24091;47762;1673;4555
2022-06-10 15:00:00;29177;5509;52;27;24036;47704;1642;4574
2022-06-10 15:05:00;29213;5501;49;28;23931;47643;1642;4571
2022-06-10 15:10:00;29235;5487;50;27;23971;47719;1650;4561
2022-06-10 15:15:00;29258;5516;49;27;23950;47692;1645;4540
2022-06-10 15:20:00;29313;5470;50;28;24074;47917;1650;4573
2022-06-10 15:25:00;29373;5469;52;28;24109;48013;1648;4572
2022-06-10 15:30:00;29344;5469;51;27;24122;47997;1631;4588
2022-06-10 15:35:00;29371;5457;52;26;24046;47958;1615;4585
2022-06-10 15:40:00;29361;5460;51;27;24091;47992;1631;4591
2022-06-10 15:45:00;29422;5448;54;25;24055;48029;1630;4607
2022-06-10 15:50:00;29424;5452;53;26;24087;48059;1619;4613
2022-06-10 15:55:00;29501;5450;54;25;24029;48080;1619;4596
2022-06-10 16:00:00;29516;5479;52;27;24068;48105;1615;4599
2022-06-10 16:05:00;29597;5466;51;27;24018;48149;1619;4608
2022-06-10 16:10:00;29607;5458;52;26;24035;48184;1615;4614
2022-06-10 16:15:00;29572;5505;51;28;24153;48219;1627;4618
2022-06-10 16:20:00;29560;5504;51;28;24174;48230;1636;4612
2022-06-10 16:25:00;29612;5507;52;27;24139;48243;1617;4624
2022-06-10 16:30:00;29503;5539;51;28;24204;48168;1617;4613
2022-06-10 16:35:00;29495;5548;50;29;24272;48219;1617;4613
2022-06-10 16:40:00;29436;5550;50;29;24357;48243;1621;4610
2022-06-10 16:45:00;29362;5562;50;29;24498;48298;1618;4618
2022-06-10 16:50:00;29369;5558;50;29;24582;48393;1608;4623
2022-06-10 16:55:00;29395;5540;52;27;24634;48489;1609;4626
2022-06-10 17:00:00;29340;5558;51;29;24733;48516;1598;4604
2022-06-10 17:05:00;29294;5586;51;29;25140;48849;1604;4608
2022-06-10 17:10:00;29378;5583;51;29;25022;48817;1584;4624
2022-06-10 17:15:00;29408;5628;50;30;25297;49077;1579;4619
2022-06-10 17:20:00;29516;5546;53;27;25308;49278;1570;4596
2022-06-10 17:25:00;29503;5557;51;29;25365;49311;1568;4599
2022-06-10 17:30:00;29461;5557;51;28;25466;49370;1566;4606
2022-06-10 17:35:00;29437;5590;51;29;25470;49317;1571;4605
2022-06-10 17:40:00;29360;5613;50;31;25562;49309;1576;4601
2022-06-10 17:45:00;29195;5556;51;28;25627;49266;1580;4593
2022-06-10 17:50:00;29121;5557;53;28;25705;49269;1582;4592
2022-06-10 17:55:00;29082;5562;50;29;25773;49293;1576;4584
2022-06-10 18:00:00;29060;5568;50;30;25716;49208;1563;4587
2022-06-10 18:05:00;29061;5559;52;29;25711;49213;1558;4584
2022-06-10 18:10:00;29030;5614;50;31;25772;49188;1559;4555
2022-06-10 18:15:00;29126;5570;52;27;25498;49054;1564;4546
2022-06-10 18:20:00;29052;5581;51;28;25390;48861;1554;4531
2022-06-10 18:25:00;28903;5631;49;31;25553;48826;1532;4520
2022-06-10 18:30:00;28872;5689;49;31;25545;48728;1521;4495
2022-06-10 18:35:00;28929;5529;50;25;24830;48230;1513;4431
2022-06-10 18:40:00;28980;5551;49;27;24332;47761;1470;4381
2022-06-14 10:00:00;29012;5574;48;31;24023;47461;1501;4343
2022-06-14 10:05:00;28598;5625;46;33;24231;47201;1594;4275
2022-06-14 10:10:00;28583;5678;44;34;24331;47237;1698;4285
2022-06-14 10:15:00;28608;5831;45;37;24536;47311;1777;4315
2022-06-14 10:20:00;28715;5459;46;33;23609;46865;1836;4246
2022-06-14 10:25:00;28751;5387;49;30;23213;46577;1878;4209
2022-06-14 10:30:00;28828;5444;46;34;22932;46317;1879;4218
2022-06-14 10:35:00;28869;5129;51;29;21933;45673;1914;4183
2022-06-14 10:40:00;28445;5123;50;30;21778;45100;1990;4072
2022-06-14 10:45:00;28273;5078;48;30;21682;44877;1976;4060
2022-06-14 10:50:00;27977;5024;49;32;21753;44706;1981;4027
2022-06-14 10:55:00;27772;4994;50;31;21927;44705;2011;4012
2022-06-14 11:00:00;27915;5037;50;34;21758;44636;2012;4018
2022-06-14 11:05:00;28002;5049;49;35;21815;44768;2046;4027
2022-06-14 11:10:00;28247;5055;47;34;21870;45062;2014;4047
2022-06-14 11:15:00;28165;5058;47;34;21976;45083;2020;4034
2022-06-14 11:20:00;28105;5150;46;36;21981;44936;2059;3998
2022-06-14 11:25:00;28100;5184;45;36;22035;44951;2065;3985
2022-06-14 11:30:00;28079;5212;43;39;22098;44965;2089;4001
2022-06-14 11:35:00;28110;5343;43;38;22146;44913;2090;3986
2022-06-14 11:40:00;28134;5348;40;38;22434;45220;2076;3999
2022-06-14 11:45:00;28104;5347;42;38;22390;45147;2040;4028
2022-06-14 11:50:00;28106;5352;39;39;22400;45154;2045;4040
2022-06-14 11:55:00;28116;5344;39;38;22424;45196;2035;4039
2022-06-14 12:00:00;28127;5363;39;41;22607;45371;2030;4078
2022-06-14 12:05:00;28110;5337;39;41;22613;45385;2005;4105
2022-06-14 12:10:00;28084;5359;39;44;22655;45380;1987;4112
2022-06-14 12:15:00;28096;5427;39;44;22802;45471;2017;4057
2022-06-14 12:20:00;28094;5422;39;43;22921;45593;2035;4061
2022-06-14 12:25:00;28098;5441;41;42;23071;45728;2042;4048
2022-06-14 12:30:00;28109;5434;42;41;23088;45765;2032;4064
2022-06-14 12:35:00;28079;5528;40;45;23347;45897;2043;4078
2022-06-14 12:40:00;28107;5540;41;42;23509;46076;2045;4072
2022-06-14 12:45:00;28115;5573;41;44;23554;46096;2061;4077
2022-06-14 12:50:00;28182;5636;41;45;23620;46166;2049;4084
2022-06-14 12:55:00;28116;5620;42;43;23721;46217;2055;4077
2022-06-14 13:00:00;28181;5577;41;43;23652;46256;2042;4090
2022-06-14 13:05:00;28200;5635;39;45;23678;46243;2038;4106
2022-06-14 13:10:00;28292;5632;40;44;23777;46437;2023;4108
2022-06-14 13:15:00;28284;5671;40;46;23891;46504;2010;4140
2022-06-14 13:20:00;28230;5664;40;47;23932;46498;1997;4133
2022-06-14 13:25:00;28313;5689;41;46;24006;46630;1993;4113
2022-06-14 13:30:00;28351;5675;41;45;24105;46780;1974;4133
2022-06-14 13:35:00;28300;5662;42;45;24071;46709;1973;4139
2022-06-14 13:40:00;28216;5667;42;44;24174;46723;1977;4120
2022-06-14 13:45:00;28069;5650;41;44;24250;46669;1995;4125
2022-06-14 13:50:00;27975;5638;43;42;24209;46547;2001;4120
2022-06-14 13:55:00;27896;5631;43;40;24187;46452;1993;4126
2022-06-14 14:00:00;27895;5631;43;40;24188;46452;1993;4126
2022-06-14 14:05:00;27474;5695;46;39;24108;45887;1996;4117
2022-06-14 14:10:00;27539;5580;49;38;24304;46264;2018;4095
2022-06-14 14:15:00;27623;5547;46;40;24726;46802;2056;4059
2022-06-14 14:20:00;27713;5708;47;39;24682;46687;2060;4033
2022-06-14 14:25:00;27906;5765;49;37;24526;46667;2039;4066
2022-06-14 14:30:00;28056;5728;49;39;24579;46907;2056;4085
2022-06-14 14:35:00;28191;5806;49;40;24531;46916;2036;4084
2022-06-14 14:40:00;28243;5827;48;40;24499;46916;2025;4055
2022-06-14 14:45:00;28264;5799;48;39;24549;47014;2023;4053
2022-06-14 14:50:00;28334;5680;50;36;24461;47115;2023;4056
2022-06-14 14:55:00;28366;5653;49;38;24607;47320;2022;4090
2022-06-14 15:00:00;28171;5636;52;36;24676;47211;1997;4131
2022-06-14 15:05:00;28150;5625;50;36;24678;47203;1984;4128
2022-06-14 15:10:00;28173;5627;51;36;24807;47353;1999;4135
2022-06-14 15:15:00;28134;5633;52;35;24846;47347;1991;4147
2022-06-14 15:20:00;28260;5603;54;33;24861;47518;1996;4145
2022-06-14 15:25:00;28312;5619;52;34;24794;47487;1992;4159
2022-06-14 15:30:00;28330;5719;51;36;24771;47383;1976;4167
2022-06-14 15:35:00;28468;5709;53;32;24788;47547;1970;4171
2022-06-14 15:40:00;28492;5746;51;33;24846;47592;1980;4175
2022-06-14 15:45:00;28521;5744;52;32;24756;47533;1964;4151
2022-06-14 15:50:00;28515;5792;50;35;24626;47349;1952;4167
2022-06-14 15:55:00;28525;5809;51;34;24665;47381;1973;4153
2022-06-14 16:00:00;28568;5828;51;35;24612;47352;1961;4172
2022-06-14 16:05:00;28541;5843;52;33;24681;47379;1982;4126
2022-06-14 16:10:00;28583;5866;53;33;24582;47300;1991;4125
2022-06-14 16:15:00;28510;5895;51;33;24464;47079;1985;4110
2022-06-14 16:20:00;28442;5921;49;34;24536;47057;1961;4126
2022-06-14 16:25:00;28438;5930;52;31;24552;47060;1959;4150
2022-06-14 16:30:00;28456;5950;53;30;24321;46829;1944;4129
2022-06-14 16:35:00;28441;5966;51;31;23974;46449;1926;4110
2022-06-14 16:40:00;28439;5962;50;32;23886;46363;1925;4110
2022-06-14 16:45:00;28418;5978;50;33;23810;46250;1934;4094
2022-06-14 16:50:00;28367;5954;53;31;23773;46186;1934;4095
2022-06-14 16:55:00;28245;5970;49;33;23790;46065;1949;4061
2022-06-14 17:00:00;28108;5975;49;34;23882;46015;1952;4038
2022-06-14 17:05:00;27964;5991;50;33;24028;46001;1958;3999
2022-06-14 17:10:00;27982;5987;50;32;23961;45956;1959;4007
2022-06-14 17:15:00;27844;6017;49;34;23963;45790;1964;3980
2022-06-14 17:20:00;27791;6037;50;34;23990;45744;1970;3967
2022-06-14 17:25:00;27803;6023;51;34;24041;45821;1975;3965
2022-06-14 17:30:00;27715;6001;51;32;23942;45656;1961;3966
2022-06-14 17:35:00;27693;6006;50;33;24010;45696;1973;3964
2022-06-14 17:40:00;27618;5989;51;32;23946;45575;1966;3963
2022-06-14 17:45:00;27580;5986;50;32;23977;45571;1964;3965
2022-06-14 17:50:00;27580;5977;52;31;23830;45433;1950;3949
2022-06-14 17:55:00;27580;5979;51;31;23860;45461;1951;3953
2022-06-14 18:00:00;27494;5975;52;31;23942;45461;1968;3955
2022-06-14 18:05:00;27474;5975;50;32;23816;45315;1947;3957
2022-06-14 18:10:00;27464;5978;50;33;23848;45334;1957;3947
2022-06-14 18:15:00;27449;5976;51;32;23915;45388;1975;3948
2022-06-14 18:20:00;27386;5973;51;31;23839;45252;1975;3930
2022-06-14 18:25:00;27274;5972;50;31;23880;45182;1972;3918
2022-06-14 18:30:00;27250;5928;51;31;23754;45076;1952;3899
2022-06-14 18:35:00;27236;5929;49;30;23615;44922;1941;3883
2022-06-14 18:40:00;27240;5957;49;32;23516;44799;1904;3854
2022-06-15 10:00:00;26914;5985;49;32;23926;44857;1967;3840
2022-06-15 10:05:00;26697;5948;50;33;24292;45041;2026;3866
2022-06-15 10:10:00;26830;6018;51;35;24038;44850;2014;3925
2022-06-15 10:15:00;26838;6051;51;34;23747;44534;2018;3922
2022-06-15 10:20:00;26499;6001;51;34;23952;44450;2043;3909
2022-06-15 10:25:00;26247;6131;50;35;24285;44401;2088;3897
2022-06-15 10:30:00;26738;6432;49;38;24026;44333;2057;3924
2022-06-15 10:35:00;27004;6179;50;33;23534;44359;2063;3944
2022-06-15 10:40:00;27221;5890;49;33;23077;44408;2083;3914
2022-06-15 10:45:00;27147;5910;48;33;23103;44340;2096;3888
2022-06-15 10:50:00;27260;5888;50;30;23135;44507;2108;3890
2022-06-15 10:55:00;27390;5888;49;31;23230;44732;2147;3893
2022-06-15 11:00:00;27224;5899;48;31;23191;44516;2144;3856
2022-06-15 11:05:00;27131;5927;50;31;23260;44464;2152;3873
2022-06-15 11:10:00;27151;5941;48;32;23176;44386;2163;3863
2022-06-15 11:15:00;27153;5950;47;32;23188;44391;2168;3873
2022-06-15 11:20:00;27172;5995;47;33;23079;44256;2160;3892
2022-06-15 11:25:00;27150;5993;47;33;22976;44133;2135;3874
2022-06-15 11:30:00;27131;5986;47;33;22906;44051;2125;3876
2022-06-15 11:35:00;27360;5954;48;33;22407;43813;2072;3861
2022-06-15 11:40:00;27420;6018;48;35;22653;44055;2062;3891
2022-06-15 11:45:00;27455;5984;48;34;22749;44220;2060;3913
2022-06-15 11:50:00;15803;2099;32;24;15886;25670;1305;2182
2022-06-15 11:55:00;27458;5975;48;34;22702;44185;2075;3900
2022-06-15 12:00:00;27465;5940;49;32;22609;44133;2061;3892
2022-06-15 12:05:00;27518;5933;49;33;22659;44244;2055;3890
2022-06-15 12:10:00;27639;5933;49;32;22540;44246;2056;3885
2022-06-15 12:15:00;27790;5973;49;33;22521;44339;2068;3891
2022-06-15 12:20:00;27910;5986;47;34;22358;44282;2049;3903
2022-06-15 12:25:00;27995;5995;46;35;22315;44315;2063;3905
2022-06-15 12:30:00;28046;5981;48;36;22267;44331;2032;3893
2022-06-15 12:35:00;28175;5985;47;37;22204;44394;2030;3902
2022-06-15 12:40:00;28251;5985;47;37;22209;44474;2050;3892
2022-06-15 12:45:00;28428;6018;47;37;22151;44561;2024;3906
2022-06-15 12:50:00;28529;6047;47;34;22071;44553;1989;3916
2022-06-15 12:55:00;28521;6043;46;33;22129;44607;1984;3901
2022-06-15 13:00:00;28475;6021;41;34;22106;44560;1984;3905
2022-06-15 13:05:00;28600;5995;43;34;21792;44397;1976;3905
2022-06-15 13:10:00;28764;6026;41;37;21507;44245;1906;3899
2022-06-15 13:15:00;28953;6032;43;37;21530;44451;1968;3897
2022-06-15 13:20:00;29415;6027;45;37;21271;44659;1962;3913
2022-06-15 13:25:00;29550;6028;42;38;21240;44762;1946;3929
2022-06-15 13:30:00;29462;5990;44;37;21210;44682;1938;3914
2022-06-15 13:35:00;29916;6072;40;42;21077;44920;1919;3930
2022-06-15 13:40:00;30043;6088;41;40;21053;45008;1911;3954
2022-06-15 13:45:00;29916;6016;40;40;21069;44969;1918;3953
2022-06-15 13:50:00;29902;5929;40;40;21091;45064;1918;3961
2022-06-15 13:55:00;29886;5932;40;40;21224;45178;1946;3956
2022-06-15 14:05:00;29856;5937;41;40;21327;45246;1953;3968
2022-06-15 14:10:00;29798;5920;43;39;21390;45268;1947;3981
2022-06-15 14:15:00;29784;5919;44;38;21385;45250;1943;3986
2022-06-15 14:20:00;29826;5786;42;37;21155;45197;1925;3996
2022-06-15 14:25:00;29742;5727;41;37;21116;45131;1921;4004
2022-06-15 14:30:00;29740;5732;41;38;21134;45142;1915;4007
2022-06-15 14:35:00;29740;5740;41;38;21302;45302;1908;4012
2022-06-15 14:40:00;29718;5737;41;40;21255;45236;1908;4001
2022-06-15 14:45:00;29828;5741;41;40;21220;45307;1901;4008
2022-06-15 14:50:00;29828;5728;41;40;21213;45313;1907;4002
2022-06-15 14:55:00;29808;5720;41;39;21215;45310;1905;3994
2022-06-15 15:00:00;29851;5728;41;39;21230;45353;1924;3982
2022-06-15 15:05:00;29899;5725;41;39;21299;45473;1934;3971
2022-06-15 15:10:00;30038;5739;42;39;21252;45551;1930;3984
2022-06-15 15:15:00;30201;5716;39;39;21013;45498;1892;3987
2022-06-15 15:20:00;30230;5677;41;38;20990;45543;1894;4001
2022-06-15 15:25:00;30206;5688;39;39;20971;45489;1897;4005
2022-06-15 15:30:00;30157;5677;40;39;20921;45401;1894;3996
2022-06-15 15:35:00;30140;5655;40;38;20939;45424;1875;3999
2022-06-15 15:40:00;30117;5647;39;35;20895;45365;1870;3988
2022-06-15 15:45:00;30098;5641;39;36;20871;45328;1873;3993
2022-06-15 15:50:00;30061;5503;46;32;20749;45307;1871;4010
2022-06-15 15:55:00;30295;5510;47;32;20509;45294;1874;4004
2022-06-15 16:00:00;30416;5514;47;32;20484;45386;1880;4009
2022-06-15 16:05:00;30407;5507;46;32;20480;45380;1883;4006
2022-06-15 16:10:00;30449;5489;43;32;20432;45392;1884;3986
2022-06-15 16:15:00;30493;5498;43;35;20470;45465;1885;3989
2022-06-15 16:20:00;30546;5505;44;34;20536;45577;1896;3999
2022-06-15 16:25:00;30623;5510;44;32;20560;45673;1897;3998
2022-06-15 16:30:00;30688;5530;44;34;20565;45723;1886;4004
2022-06-15 16:35:00;30711;5537;43;35;20576;45750;1886;4011
2022-06-15 16:40:00;30817;5515;43;37;20536;45837;1871;4015
2022-06-15 16:45:00;30889;5518;42;34;20708;46079;1912;4022
2022-06-15 16:50:00;30925;5536;43;35;20656;46045;1904;4022
2022-06-15 16:55:00;30899;5541;42;35;20657;46015;1891;4019
2022-06-15 17:00:00;30908;5530;42;37;20591;45969;1889;4028
2022-06-15 17:05:00;30953;5534;44;36;20551;45970;1886;4027
2022-06-15 17:10:00;30974;5543;45;36;20580;46011;1893;4025
2022-06-15 17:15:00;31011;5531;45;35;20508;45988;1890;4017
2022-06-15 17:20:00;31039;5562;46;34;20562;46039;1898;4000
2022-06-15 17:25:00;31073;5570;45;35;20586;46089;1895;4012
2022-06-15 17:30:00;31093;5590;45;35;20563;46066;1895;4016
2022-06-15 17:35:00;31159;5577;45;35;20510;46092;1895;4000
2022-06-15 17:40:00;31136;5578;45;36;20561;46119;1896;4003
2022-06-15 17:45:00;31042;5583;47;37;20494;45954;1885;4003
2022-06-15 17:50:00;31196;5530;49;33;20534;46200;1889;4009
2022-06-15 17:55:00;31163;5457;51;34;20518;46225;1881;4010
2022-06-15 18:00:00;31110;5439;48;34;20566;46237;1890;4001
2022-06-15 18:05:00;31111;5430;49;32;20474;46155;1887;3996
2022-06-15 18:10:00;31041;5373;48;34;20456;46124;1876;3985
2022-06-15 18:15:00;31051;5281;46;34;20282;46052;1869;3975
2022-06-15 18:20:00;30976;5201;48;34;20259;46034;1863;3975
2022-06-15 18:25:00;30912;5118;49;30;20098;45892;1838;3956
2022-06-15 18:30:00;30669;5117;49;29;20110;45663;1828;3931
2022-06-15 18:35:00;30771;5005;51;32;19802;45568;1796;3920
2022-06-15 18:40:00;30766;4912;50;35;19700;45554;1721;3900
2022-06-16 10:00:00;30804;4924;50;31;19636;45516;1783;3894
2022-06-16 10:05:00;30787;4958;52;32;19802;45634;1791;3910
2022-06-16 10:10:00;30820;5049;51;32;19782;45553;1777;3901
2022-06-16 10:15:00;30741;5169;49;32;20172;45744;1829;3933
2022-06-16 10:20:00;30709;5162;51;34;20341;45888;1852;3931
2022-06-16 10:25:00;30669;5157;52;34;20444;45956;1865;3929
2022-06-16 10:30:00;30801;5204;51;32;20329;45926;1839;3943
2022-06-16 10:35:00;30987;5247;53;32;20311;46051;1853;3947
2022-06-16 10:40:00;31157;5417;53;31;20317;46057;1874;3966
2022-06-16 10:45:00;31383;5674;52;33;20278;45987;1899;3954
2022-06-16 10:50:00;31704;5830;51;32;20097;45971;1885;3968
2022-06-16 10:55:00;32133;6076;52;32;20067;46124;1857;3988
2022-06-16 11:00:00;32447;6367;51;34;20045;46125;1832;3980
2022-06-16 11:05:00;32469;6510;51;34;20229;46188;1859;3980
2022-06-16 11:10:00;32517;6552;52;34;20423;46388;1909;3976
2022-06-16 11:15:00;32818;6514;51;34;20285;46589;1901;3998
2022-06-16 11:20:00;32915;6588;52;33;20260;46587;1899;4002
2022-06-16 11:25:00;33256;6982;54;34;20228;46502;1898;4004
2022-06-16 11:30:00;33492;7194;54;33;20295;46593;1913;3998
2022-06-16 11:35:00;34087;7504;54;33;20428;47011;1947;3991
2022-06-16 11:40:00;34116;7421;52;32;20407;47102;1963;3977
2022-06-16 11:45:00;34016;7345;53;33;20425;47096;1953;3965
2022-06-16 11:50:00;34087;7339;54;32;20373;47121;1949;3966
2022-06-16 11:55:00;33868;7356;53;32;20429;46941;1952;3973
2022-06-16 12:00:00;33857;7358;51;32;20490;46989;1943;3979
2022-06-16 12:05:00;33737;7332;51;31;20436;46841;1946;3966
2022-06-16 12:10:00;33685;7327;53;32;20459;46818;1944;3974
2022-06-16 12:15:00;33669;7322;54;31;20379;46726;1948;3944
2022-06-16 12:20:00;33725;7332;54;31;20232;46625;1943;3953
2022-06-16 12:25:00;33736;7303;56;29;20013;46446;1905;3950
2022-06-16 12:30:00;33661;7166;55;29;19962;46457;1893;3957
2022-06-16 12:35:00;33658;7163;54;29;19933;46428;1901;3957
2022-06-16 12:40:00;33774;7168;54;30;19782;46388;1902;3951
2022-06-16 12:45:00;33946;7216;55;31;19658;46388;1896;3957
2022-06-16 12:50:00;33998;6970;51;33;19495;46523;1878;3985
2022-06-16 12:55:00;34174;7085;52;32;19453;46542;1850;3985
2022-06-16 13:00:00;34239;7166;50;32;19474;46547;1870;3978
2022-06-16 13:05:00;34370;7347;51;33;19482;46505;1873;3951
2022-06-16 13:10:00;34467;7380;51;32;19538;46625;1881;3940
2022-06-16 13:15:00;34496;7398;52;32;19596;46694;1890;3922
2022-06-16 13:20:00;34546;7427;52;32;19585;46704;1887;3922
2022-06-16 13:25:00;34543;7409;52;31;19589;46723;1895;3935
2022-06-16 13:30:00;34590;7377;53;31;19633;46844;1876;3942
2022-06-16 13:35:00;34661;7447;55;31;19601;46815;1882;3947
2022-06-16 13:40:00;34694;7483;55;32;19707;46918;1877;3946
2022-06-16 13:45:00;34717;7467;54;32;19757;47007;1882;3943
2022-06-16 13:50:00;34886;7666;53;33;19759;46979;1865;3957
2022-06-16 13:55:00;35099;7925;51;34;19776;46950;1844;3957
2022-06-16 14:00:00;35099;7925;51;34;19776;46950;1844;3957
2022-06-16 14:05:00;35073;7900;53;34;20037;47210;1886;3956
2022-06-16 14:10:00;35176;8138;50;36;20140;47178;1905;3945
2022-06-16 14:15:00;35391;8387;51;34;20194;47198;1908;3968
2022-06-16 14:20:00;35435;8485;50;36;20333;47283;1934;3977
2022-06-16 14:25:00;35552;8625;52;34;20398;47325;1940;3982
2022-06-16 14:30:00;35579;8804;50;36;20483;47256;1934;3968
2022-06-16 14:35:00;35660;8796;50;35;20529;47393;1947;3964
2022-06-16 14:40:00;35988;8977;50;34;20498;47509;1941;3985
2022-06-16 14:45:00;36171;9034;52;32;20585;47722;1947;3984
2022-06-16 14:50:00;36253;9088;52;32;20580;47745;1942;3995
2022-06-16 14:55:00;36457;9325;51;31;20435;47567;1926;3955
2022-06-16 15:00:00;36494;9340;52;31;20475;47629;1938;3950
2022-06-16 15:05:00;36522;9190;51;32;20494;47826;1951;3959
2022-06-16 15:10:00;36346;9083;52;31;20688;47951;1960;3940
2022-06-16 15:15:00;36279;8857;52;31;20817;48239;1956;3935
2022-06-16 15:20:00;36302;8911;51;33;21096;48487;1957;3955
2022-06-16 15:25:00;36364;8925;52;31;21057;48496;1943;3954
2022-06-16 15:30:00;36699;9054;53;30;20997;48642;1960;3961
2022-06-16 15:35:00;36580;9120;53;32;21055;48515;1954;3964
2022-06-16 15:40:00;36653;9157;54;31;20757;48253;1924;3964
2022-06-16 15:45:00;36632;9050;54;31;20530;48112;1923;3967
2022-06-16 15:50:00;36698;8602;53;27;20212;48308;1950;3942
2022-06-16 15:55:00;36812;8693;54;28;20322;48441;1964;3956
2022-06-16 16:00:00;36996;8709;53;29;20273;48560;1940;3966
2022-06-16 16:05:00;37003;8711;54;29;20324;48616;1933;3958
2022-06-16 16:10:00;36974;8802;53;29;20268;48440;1913;3969
2022-06-16 16:15:00;37009;8772;55;30;20230;48467;1909;3967
2022-06-16 16:20:00;37029;8727;54;29;20254;48556;1906;3954
2022-06-16 16:25:00;37058;8227;55;28;20283;49114;1880;3956
2022-06-16 16:30:00;37075;8223;53;29;20261;49112;1877;3962
2022-06-16 16:35:00;37066;8082;52;30;20265;49249;1856;3967
2022-06-16 16:40:00;37104;8049;52;30;20133;49188;1861;3948
2022-06-16 16:45:00;37079;8051;52;29;20088;49116;1862;3950
2022-06-16 16:50:00;37125;8030;53;28;20144;49239;1868;3910
2022-06-16 16:55:00;36690;8011;52;28;20231;48910;1873;3908
2022-06-16 17:00:00;36670;7897;53;27;20054;48827;1849;3894
2022-06-16 17:05:00;36706;7852;54;27;19698;48551;1814;3867
2022-06-16 17:10:00;36702;7805;52;27;19396;48293;1793;3861
2022-06-16 17:15:00;36712;7699;51;28;19304;48317;1815;3823
2022-06-16 17:20:00;36719;7695;51;30;19254;48278;1810;3820
2022-06-16 17:25:00;36734;7699;50;29;19227;48262;1812;3830
2022-06-16 17:30:00;36727;7907;50;28;19321;48141;1819;3827
2022-06-16 17:35:00;36724;7913;50;28;19328;48139;1812;3814
2022-06-16 17:40:00;36725;7918;50;28;19547;48354;1828;3818
2022-06-16 17:45:00;36729;7931;51;27;19645;48443;1824;3835
2022-06-16 17:50:00;36709;7968;46;32;19644;48385;1818;3840
2022-06-16 17:55:00;36697;8036;47;31;19555;48218;1815;3828
2022-06-16 18:00:00;36693;8051;47;31;19340;47982;1794;3827
2022-06-16 18:05:00;36707;8012;46;32;19140;47835;1789;3802
2022-06-16 18:10:00;36709;7995;46;32;19118;47832;1796;3787
2022-06-16 18:15:00;36703;7964;46;34;19050;47789;1796;3773
2022-06-16 18:20:00;36710;7995;46;35;18946;47661;1783;3755
2022-06-16 18:25:00;36714;7963;46;34;18693;47444;1770;3755
2022-06-16 18:30:00;36769;7870;46;37;18628;47521;1756;3749
2022-06-16 18:35:00;36768;7787;45;36;18685;47666;1759;3717
2022-06-16 18:40:00;36753;7740;45;38;18639;47652;1705;3697
2022-06-17 10:00:00;20719;4109;36;27;14106;30716;1518;2931
2022-06-17 10:05:00;20764;3699;38;25;14427;31494;1597;2945
2022-06-17 10:10:00;20740;3506;36;28;14432;31668;1622;2964
2022-06-17 10:15:00;20742;3456;36;27;14469;31755;1685;3022
